Time Stamp,ID,Extended,Dir,Bus,LEN,D0,D1,D2,D3,D4,D5,D6,D7
1743890404.742,00000010,0,Rx,0,8,00,32,40,00,00,07,09,7C
1743890404.743,00000102,0,Rx,0,8,1A,00,0F,54,56,CE,00,D9
1743890404.744,00000122,0,Rx,0,8,21,23,18,18,02,D3,03,D0
1743890404.745,00000122,0,Rx,0,8,23,23,1A,19,03,0F,04,0B
1743890404.746,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,04,F3
1743890404.747,00000316,0,Rx,0,8,12,92,01,2B,53,00,00,00
1743890404.748,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.749,00000122,0,Rx,0,8,22,23,1A,18,02,C4,06,C3
1743890404.750,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.751,00000231,0,Rx,0,8,00,00,00,00,00,00,0C,0C
1743890404.752,00000410,0,Rx,0,8,00,00,00,00,00,FF,05,FA
1743890404.753,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,05,05
1743890404.754,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.755,00000102,0,Rx,0,8,19,93,0F,54,56,CE,09,40
1743890404.756,00000122,0,Rx,0,8,22,23,1A,19,02,D1,0B,DA
1743890404.757,00000122,0,Rx,0,8,22,23,1A,19,02,D1,0C,DD
1743890404.758,00000231,0,Rx,0,8,00,00,00,00,00,00,01,01
1743890404.759,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890404.760,00000122,0,Rx,0,8,22,23,1A,18,02,EB,0E,E4
1743890404.761,00000231,0,Rx,0,8,00,00,00,00,00,00,03,03
1743890404.762,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.763,00000231,0,Rx,0,8,00,00,00,00,00,00,04,04
1743890404.764,00000122,0,Rx,0,8,22,23,1B,18,02,F0,00,F0
1743890404.765,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.766,00000231,0,Rx,0,8,00,00,00,00,00,00,06,06
1743890404.767,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.768,00000102,0,Rx,0,8,19,AD,0F,54,56,CE,01,76
1743890404.769,00000231,0,Rx,0,8,00,00,00,00,00,00,09,09
1743890404.770,00000231,0,Rx,0,8,00,00,00,00,00,00,0A,0A
1743890404.771,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890404.772,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.773,00000010,0,Rx,0,8,00,32,40,00,00,07,0C,79
1743890404.774,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.775,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.776,00000010,0,Rx,0,8,00,32,40,00,00,07,0E,7B
1743890404.777,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.778,00000010,0,Rx,0,8,00,32,40,00,00,07,0F,7A
1743890404.779,00000012,0,Rx,0,8,99,99,32,00,00,00,00,32
1743890404.780,00000103,0,Rx,0,8,00,00,02,00,00,00,0A,08
1743890404.781,00000122,0,Rx,0,8,22,23,1A,19,02,DE,0C,D2
1743890404.782,00000012,0,Rx,0,8,99,99,32,00,01,00,01,32
1743890404.783,00000300,0,Rx,0,8,01,72,0F,43,00,32,02,00
1743890404.784,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.785,00000012,0,Rx,0,8,99,99,32,00,00,00,02,30
1743890404.786,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,01,F6
1743890404.787,00000010,0,Rx,0,8,00,32,40,00,00,07,05,70
1743890404.788,00000102,0,Rx,0,8,19,C1,0F,54,56,CE,0F,14
1743890404.789,00000012,0,Rx,0,8,99,99,32,00,01,00,03,30
1743890404.790,00000010,0,Rx,0,8,00,32,40,00,00,07,07,72
1743890404.791,00000102,0,Rx,0,8,1A,27,0F,54,56,CE,01,FF
1743890404.792,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,03,0D
1743890404.793,00000410,0,Rx,0,8,20,00,00,00,00,FF,03,DC
1743890404.794,00000122,0,Rx,0,8,22,23,19,18,02,EF,05,E8
1743890404.795,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,04,04
1743890404.796,00000231,0,Rx,0,8,00,00,00,00,00,00,0B,0B
1743890404.797,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.798,00000231,0,Rx,0,8,00,00,00,00,00,00,0C,0C
1743890404.799,00000530,0,Rx,0,8,FF,FE,F5,90,52,03,91,00
1743890404.800,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.801,00000102,0,Rx,0,8,1A,2B,0F,54,56,CE,08,FA
1743890404.802,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,06,06
1743890404.803,00000102,0,Rx,0,8,1A,AA,0F,54,56,CE,09,7A
1743890404.804,00000010,0,Rx,0,8,00,32,40,00,00,07,0F,7A
1743890404.805,00000122,0,Rx,0,8,21,23,18,18,02,5B,0D,56
1743890404.806,00000110,0,Rx,0,8,00,00,00,21,01,01,06,27
1743890404.807,00000122,0,Rx,0,8,21,23,18,18,02,5B,0E,55
1743890404.808,00000231,0,Rx,0,8,00,00,00,00,00,00,03,03
1743890404.809,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.810,00000122,0,Rx,0,8,21,23,18,18,01,FC,00,FF
1743890404.811,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,0A,FD
1743890404.812,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.813,00000102,0,Rx,0,8,1A,B3,0F,54,56,CE,0E,64
1743890404.814,00000122,0,Rx,0,8,21,23,18,18,02,5C,00,5C
1743890404.815,00000231,0,Rx,0,8,00,00,00,00,00,00,06,06
1743890404.816,00000300,0,Rx,0,8,01,7D,0F,43,00,32,02,00
1743890404.817,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.818,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,03,F4
1743890404.819,00000410,0,Rx,0,8,30,00,00,00,00,FF,03,CC
1743890404.820,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.821,00000010,0,Rx,0,8,00,32,40,00,00,07,06,73
1743890404.822,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.823,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890404.824,00000102,0,Rx,0,8,1A,AE,0F,54,56,CE,05,72
1743890404.825,00000103,0,Rx,0,8,00,00,02,00,00,00,06,04
1743890404.826,00000122,0,Rx,0,8,21,23,18,18,02,64,08,6C
1743890404.827,00000012,0,Rx,0,8,99,99,32,00,01,00,05,36
1743890404.828,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.829,00000102,0,Rx,0,8,1A,9C,0F,54,56,CE,09,4C
1743890404.830,00000012,0,Rx,0,8,99,99,32,00,00,00,06,34
1743890404.831,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,07,F0
1743890404.832,00000010,0,Rx,0,8,00,32,40,00,00,07,0D,78
1743890404.833,00000012,0,Rx,0,8,99,99,32,00,01,00,07,34
1743890404.834,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,08,FF
1743890404.835,00000010,0,Rx,0,8,00,32,40,00,00,07,0F,7A
1743890404.836,00000102,0,Rx,0,8,1A,6D,0F,54,56,CE,0D,B9
1743890404.837,00000103,0,Rx,0,8,00,00,02,00,00,00,0E,0C
1743890404.838,00000122,0,Rx,0,8,21,23,18,18,02,65,01,64
1743890404.839,00000110,0,Rx,0,8,00,00,00,21,01,01,08,29
1743890404.840,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,0B,FC
1743890404.841,00000411,0,Rx,0,8,32,60,00,00,00,00,00,00
1743890404.842,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.843,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0B,0B
1743890404.844,00000231,0,Rx,0,8,00,00,00,00,00,00,0A,0A
1743890404.845,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.846,00000102,0,Rx,0,8,1A,85,0F,54,56,CE,04,58
1743890404.847,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0C,0C
1743890404.848,00000010,0,Rx,0,8,00,32,40,00,00,07,07,72
1743890404.849,00000102,0,Rx,0,8,1A,88,0F,54,56,CE,06,57
1743890404.850,00000122,0,Rx,0,8,20,23,18,17,02,05,09,02
1743890404.851,00000110,0,Rx,0,8,00,00,00,20,01,01,0C,2C
1743890404.852,00000122,0,Rx,0,8,21,23,18,18,02,05,0A,0F
1743890404.853,00000122,0,Rx,0,8,20,23,18,17,02,36,0B,33
1743890404.854,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890404.855,00000122,0,Rx,0,8,20,23,18,17,02,36,0C,34
1743890404.856,00000231,0,Rx,0,8,00,00,00,00,00,00,01,01
1743890404.857,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.858,00000122,0,Rx,0,8,20,23,17,17,02,22,0E,2D
1743890404.859,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,01,F6
1743890404.860,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.861,00000231,0,Rx,0,8,00,00,00,00,00,00,04,04
1743890404.862,00000410,0,Rx,0,8,34,00,00,00,00,FF,02,C9
1743890404.863,00000102,0,Rx,0,8,1A,C9,0F,54,56,CE,0F,1F
1743890404.864,00000103,0,Rx,0,8,00,00,02,00,00,00,00,02
1743890404.865,00000110,0,Rx,0,8,00,00,00,21,01,01,01,20
1743890404.866,00000316,0,Rx,0,8,12,92,01,2B,53,00,00,00
1743890404.867,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.868,00000010,0,Rx,0,8,00,32,40,00,00,07,03,76
1743890404.869,00000010,0,Rx,0,8,00,32,40,00,00,07,04,71
1743890404.870,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.871,00000010,0,Rx,0,8,00,32,40,00,00,07,05,70
1743890404.872,00000010,0,Rx,0,8,00,32,40,00,00,07,06,73
1743890404.873,00000012,0,Rx,0,8,99,99,32,00,01,00,03,30
1743890404.874,00000010,0,Rx,0,8,00,32,40,00,00,07,07,72
1743890404.875,00000103,0,Rx,0,8,00,00,02,00,00,00,08,0A
1743890404.876,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890404.877,00000110,0,Rx,0,8,00,00,00,21,01,01,05,24
1743890404.878,00000316,0,Rx,0,8,12,92,01,2B,53,00,00,00
1743890404.879,00000012,0,Rx,0,8,99,99,32,00,01,00,05,36
1743890404.880,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.881,00000410,0,Rx,0,8,35,00,00,00,00,FF,08,C2
1743890404.882,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.883,00000012,0,Rx,0,8,99,99,32,00,00,00,06,34
1743890404.884,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,09,09
1743890404.885,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.886,00000102,0,Rx,0,8,1A,78,0F,54,56,CE,0F,AE
1743890404.887,00000102,0,Rx,0,8,1A,78,10,54,56,CE,00,BE
1743890404.888,00000103,0,Rx,0,8,00,00,02,00,00,00,00,02
1743890404.889,00000300,0,Rx,0,8,01,7D,0F,43,00,31,02,00
1743890404.890,00000122,0,Rx,0,8,21,23,19,18,02,BE,04,BB
1743890404.891,00000231,0,Rx,0,8,00,01,00,00,00,00,0A,0B
1743890404.892,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.893,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,0C,FB
1743890404.894,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.895,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.896,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,0D,FA
1743890404.897,00000010,0,Rx,0,8,00,32,40,00,00,07,05,70
1743890404.898,00000102,0,Rx,0,8,1A,0C,0F,54,56,CE,07,D2
1743890404.899,00000012,0,Rx,0,8,99,99,32,00,01,00,0B,38
1743890404.900,00000122,0,Rx,0,8,22,23,19,18,02,A9,0B,A0
1743890404.901,00000110,0,Rx,0,8,00,00,00,22,01,01,0D,2F
1743890404.902,00000122,0,Rx,0,8,22,23,19,18,02,A9,0C,A7
1743890404.903,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,00,F7
1743890404.904,00000320,0,Rx,0,8,20,00,00,00,F0,00,82,00
1743890404.905,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,00,00
1743890404.906,00000231,0,Rx,0,8,00,01,00,00,00,00,03,02
1743890404.907,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.908,00000231,0,Rx,0,8,00,01,00,00,00,00,04,05
1743890404.909,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,01,01
1743890404.910,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.911,00000102,0,Rx,0,8,1A,3B,0F,54,56,CE,00,E2
1743890404.912,00000102,0,Rx,0,8,1A,3B,0F,54,56,CE,01,E3
1743890404.913,00000231,0,Rx,0,8,00,01,00,00,00,00,08,09
1743890404.914,00000122,0,Rx,0,8,21,23,19,18,02,50,04,55
1743890404.915,00000316,0,Rx,0,8,12,92,01,2B,53,00,00,00
1743890404.916,00000342,0,Rx,0,8,04,DE,99,99,89,00,04,A3
1743890404.917,00000122,0,Rx,0,8,21,23,19,18,02,8E,06,89
1743890404.918,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.919,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.920,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.921,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,06,F1
1743890404.922,00000010,0,Rx,0,8,00,32,40,00,00,07,05,70
1743890404.923,00000102,0,Rx,0,8,1A,6F,0F,54,56,CE,08,BE
1743890404.924,00000410,0,Rx,0,8,37,00,00,00,00,FF,07,CF
1743890404.925,00000122,0,Rx,0,8,21,23,19,18,02,93,0C,9E
1743890404.926,00000010,0,Rx,0,8,00,32,40,00,00,07,07,72
1743890404.927,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890404.928,00000300,0,Rx,0,8,01,7D,0F,43,00,32,02,00
1743890404.929,00000010,0,Rx,0,8,00,32,40,00,00,07,09,7C
1743890404.930,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,09,09
1743890404.931,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.932,00000010,0,Rx,0,8,00,32,40,00,00,07,0B,7E
1743890404.933,00000102,0,Rx,0,8,1A,B6,0F,54,56,CE,0F,60
1743890404.934,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.935,00000010,0,Rx,0,8,00,32,40,00,00,07,0D,78
1743890404.936,00000102,0,Rx,0,8,1B,0A,0F,54,56,CE,01,D3
1743890404.937,00000102,0,Rx,0,8,1B,0A,0F,54,56,CE,02,D0
1743890404.938,00000122,0,Rx,0,8,21,23,18,18,02,A6,04,A2
1743890404.939,00000300,0,Rx,0,8,01,7D,0F,43,00,32,02,00
1743890404.940,00000342,0,Rx,0,8,04,DE,99,99,8A,00,04,A3
1743890404.941,00000122,0,Rx,0,8,21,23,18,18,02,6D,06,6B
1743890404.942,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,0D,03
1743890404.943,00000410,0,Rx,0,8,3B,00,00,00,00,FF,0D,C9
1743890404.944,00000012,0,Rx,0,8,99,99,32,00,01,00,09,3A
1743890404.945,00000102,0,Rx,0,8,1A,89,0F,54,56,CE,07,57
1743890404.946,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0E,0E
1743890404.947,00000012,0,Rx,0,8,99,99,32,00,00,00,0A,38
1743890404.948,00000102,0,Rx,0,8,1A,F2,0F,54,56,CE,09,22
1743890404.949,00000103,0,Rx,0,8,00,00,02,00,00,00,0A,08
1743890404.950,00000122,0,Rx,0,8,21,23,18,18,02,0C,0C,00
1743890404.951,00000122,0,Rx,0,8,20,23,18,17,02,42,0D,41
1743890404.952,00000122,0,Rx,0,8,20,23,18,17,02,42,0E,42
1743890404.953,00000231,0,Rx,0,8,00,01,00,00,00,00,03,02
1743890404.954,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.955,00000231,0,Rx,0,8,00,01,00,00,00,00,04,05
1743890404.956,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,01,01
1743890404.957,00000530,0,Rx,0,8,FF,FE,F5,91,52,03,91,00
1743890404.958,00000102,0,Rx,0,8,1B,06,0F,54,56,CE,00,DE
1743890404.959,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.960,00000102,0,Rx,0,8,1A,8A,0F,54,56,CE,01,52
1743890404.961,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.962,00000122,0,Rx,0,8,22,23,18,19,02,8D,05,8A
1743890404.963,00000110,0,Rx,0,8,00,00,00,22,01,01,02,20
1743890404.964,00000410,0,Rx,0,8,3B,00,00,00,00,FF,04,C0
1743890404.965,00000231,0,Rx,0,8,00,01,00,00,00,00,0B,0A
1743890404.966,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.967,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,05,05
1743890404.968,00000231,0,Rx,0,8,00,01,00,00,00,00,0D,0C
1743890404.969,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.970,00000010,0,Rx,0,8,00,32,40,00,00,07,02,77
1743890404.971,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.972,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.973,00000102,0,Rx,0,8,1A,D2,0F,54,56,CE,0A,01
1743890404.974,00000122,0,Rx,0,8,21,23,18,18,02,53,0D,5E
1743890404.975,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.976,00000012,0,Rx,0,8,99,99,32,00,01,00,03,30
1743890404.977,00000316,0,Rx,0,8,12,92,01,2B,53,00,00,00
1743890404.978,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.979,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890404.980,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,0A,FD
1743890404.981,00000010,0,Rx,0,8,00,32,40,00,00,07,09,7C
1743890404.982,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.983,00000410,0,Rx,0,8,3B,00,00,00,00,FF,0A,CE
1743890404.984,00000102,0,Rx,0,8,1A,98,0F,54,56,CE,02,43
1743890404.985,00000103,0,Rx,0,8,00,00,02,00,00,00,02,00
1743890404.986,00000122,0,Rx,0,8,21,23,18,18,02,5E,05,5B
1743890404.987,00000122,0,Rx,0,8,21,23,18,18,02,5E,06,58
1743890404.988,00000231,0,Rx,0,8,00,01,00,00,00,00,0C,0D
1743890404.989,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.990,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,0D,0D
1743890404.991,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890404.992,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890404.993,00000102,0,Rx,0,8,1A,A5,0F,54,56,CE,08,74
1743890404.994,00000010,0,Rx,0,8,00,32,40,00,00,07,01,74
1743890404.995,00000102,0,Rx,0,8,1A,A5,0F,54,56,CE,09,75
1743890404.996,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890404.997,00000010,0,Rx,0,8,00,32,40,00,00,07,03,76
1743890404.998,00000102,0,Rx,0,8,1A,E4,0F,54,56,CE,0B,36
1743890404.999,00000122,0,Rx,0,8,21,23,18,18,02,C5,0E,CB
1743890405.000,00000231,0,Rx,0,8,00,01,00,00,00,00,03,02
1743890405.001,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,01,F6
1743890405.002,00000122,0,Rx,0,8,21,23,18,18,02,7B,00,7B
1743890405.003,00000231,0,Rx,0,8,00,01,00,00,00,00,05,04
1743890405.004,00000410,0,Rx,0,8,37,00,00,00,00,FF,02,CA
1743890405.005,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,02,02
1743890405.006,00000122,0,Rx,0,8,21,23,18,18,02,7B,02,79
1743890405.007,00000231,0,Rx,0,8,00,01,00,00,00,00,08,09
1743890405.008,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,03,03
1743890405.009,00000012,0,Rx,0,8,99,99,32,00,01,00,0D,3E
1743890405.010,00000103,0,Rx,0,8,00,00,02,00,00,00,03,01
1743890405.011,00000122,0,Rx,0,8,22,23,19,18,02,D6,06,D2
1743890405.012,00000231,0,Rx,0,8,00,01,00,00,00,00,0B,0A
1743890405.013,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890405.014,00000122,0,Rx,0,8,22,23,19,19,03,1A,08,10
1743890405.015,00000231,0,Rx,0,8,00,01,00,00,00,00,0D,0C
1743890405.016,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.017,00000231,0,Rx,0,8,00,01,00,00,00,00,0E,0F
1743890405.018,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.019,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.020,00000010,0,Rx,0,8,00,32,40,00,00,07,01,74
1743890405.021,00000122,0,Rx,0,8,22,23,19,18,02,65,0C,6B
1743890405.022,00000010,0,Rx,0,8,00,32,40,00,00,07,02,77
1743890405.023,00000122,0,Rx,0,8,22,23,19,19,02,65,0E,68
1743890405.024,00000110,0,Rx,0,8,00,00,00,22,01,01,07,25
1743890405.025,00000012,0,Rx,0,8,99,99,32,00,00,00,02,30
1743890405.026,00000410,0,Rx,0,8,37,00,00,00,00,FF,09,C1
1743890405.027,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890405.028,00000012,0,Rx,0,8,99,99,32,00,01,00,03,30
1743890405.029,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.030,00000102,0,Rx,0,8,1A,D8,0F,54,56,CE,01,00
1743890405.031,00000231,0,Rx,0,8,00,01,00,00,00,00,08,09
1743890405.032,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890405.033,00000010,0,Rx,0,8,00,32,40,00,00,07,09,7C
1743890405.034,00000103,0,Rx,0,8,00,00,02,00,00,00,04,06
1743890405.035,00000122,0,Rx,0,8,21,23,18,18,02,88,06,8E
1743890405.036,00000300,0,Rx,0,8,01,75,0F,43,00,32,02,00
1743890405.037,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890405.038,00000122,0,Rx,0,8,21,23,18,18,02,86,08,8E
1743890405.039,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.040,00000231,0,Rx,0,8,00,01,00,00,00,00,0E,0F
1743890405.041,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890405.042,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,0F,F8
1743890405.043,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.044,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,00,0E
1743890405.045,00000410,0,Rx,0,8,37,00,00,00,00,FF,0F,C7
1743890405.046,00000010,0,Rx,0,8,00,32,40,00,00,07,01,74
1743890405.047,00000102,0,Rx,0,8,1A,95,0F,54,56,CE,0C,40
1743890405.048,00000411,0,Rx,0,8,32,60,00,00,00,00,00,00
1743890405.049,00000122,0,Rx,0,8,21,23,18,18,02,6F,00,6F
1743890405.050,00000231,0,Rx,0,8,00,01,00,00,00,00,05,04
1743890405.051,00000122,0,Rx,0,8,21,23,18,18,02,5B,01,5A
1743890405.052,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890405.053,00000122,0,Rx,0,8,20,23,18,17,02,23,02,2F
1743890405.054,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,03,03
1743890405.055,00000231,0,Rx,0,8,00,01,00,00,00,00,08,09
1743890405.056,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.057,00000102,0,Rx,0,8,1A,F5,0F,54,56,CE,03,2F
1743890405.058,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,04,04
1743890405.059,00000103,0,Rx,0,8,00,00,02,00,00,00,05,07
1743890405.060,00000122,0,Rx,0,8,21,23,18,18,02,21,07,26
1743890405.061,00000103,0,Rx,0,8,00,00,02,00,00,00,06,04
1743890405.062,00000332,0,Rx,0,8,01,00,00,00,00,00,07,06
1743890405.063,00000316,0,Rx,0,8,12,92,01,2B,53,00,00,00
1743890405.064,00000122,0,Rx,0,8,20,23,18,17,02,AC,0A,A8
1743890405.065,00000231,0,Rx,0,8,00,01,00,00,00,00,0F,0E
1743890405.066,00000408,0,Rx,0,8,00,41,45,0A,FF,FF,07,09
1743890405.067,00000410,0,Rx,0,8,3B,00,00,00,00,FF,07,C3
1743890405.068,00000122,0,Rx,0,8,21,23,18,18,02,1F,0C,13
1743890405.069,00000022,0,Rx,0,8,FF,FF,FF,FF,00,00,08,08
1743890405.070,00000010,0,Rx,0,8,00,32,40,00,00,07,00,75
1743890405.071,00000122,0,Rx,0,8,20,23,18,17,02,A7,0E,A7
1743890405.072,00000231,0,Rx,0,8,00,01,00,00,00,00,04,05
1743890405.073,00000122,0,Rx,0,8,21,23,18,18,02,67,00,67
1743890405.074,00000231,0,Rx,0,8,00,01,00,00,00,00,06,07
1743890405.075,00000110,0,Rx,0,8,00,00,00,21,01,01,08,29
1743890405.076,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.077,00000530,0,Rx,0,8,FF,FE,F5,92,52,03,91,00
1743890405.078,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.079,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890405.080,00000102,0,Rx,0,8,1B,35,0F,54,56,CE,03,EE
1743890405.081,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890405.082,00000102,0,Rx,0,8,1B,35,0F,54,56,CE,04,E9
1743890405.083,00000012,0,Rx,0,8,99,99,32,00,00,00,04,36
1743890405.084,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.085,00000103,0,Rx,0,8,00,00,02,00,00,00,06,04
1743890405.086,00000300,0,Rx,0,8,01,75,0F,43,00,32,02,00
1743890405.087,00000308,0,Rx,0,8,00,10,00,00,00,00,02,00
1743890405.088,00000411,0,Rx,0,8,32,60,00,00,00,00,00,00
1743890405.089,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.090,00000102,0,Rx,0,8,1B,34,0F,54,56,CE,0A,E6
1743890405.091,00000530,0,Rx,0,8,FF,FE,F5,92,52,03,91,00
1743890405.092,00000102,0,Rx,0,8,1B,34,0F,54,56,CE,0B,E7
1743890405.093,00000517,0,Rx,0,8,01,00,00,00,00,00,00,00
1743890405.094,00000517,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.095,00000102,0,Rx,0,8,1A,F7,0F,54,56,CE,0D,23
1743890405.096,00000013,0,Rx,0,8,FF,03,09,00,00,00,00,00
1743890405.097,00000103,0,Rx,0,8,00,00,02,00,00,00,0E,0C
1743890405.098,00000122,0,Rx,0,8,20,23,18,17,02,53,01,5C
1743890405.099,00000122,0,Rx,0,8,21,23,18,18,02,CD,02,CF
1743890405.100,00000400,0,Rx,0,8,00,0D,0A,F0,00,00,03,F4
1743890405.101,00000516,0,Rx,0,8,00,00,00,00,00,00,00,00
1743890405.102,00000231,0,Rx,0,8,00,01,00,00,00,00,08,09
